J-Date,Date,Weekday,Open,High,Low,Close
1399-10-03,2020-12-23,Wednesday,257810,262050,257740,258620
1399-10-04,2020-12-24,Thursday,258620,258620,258620,258620
1399-10-05,2020-12-25,Friday,258570,258650,257040,257110
1399-10-06,2020-12-26,Saturday,257120,257450,256840,257430
1399-10-07,2020-12-27,Sunday,257350,257450,257340,257360
1399-10-08,2020-12-28,Monday,257440,257450,256940,256960
1399-10-09,2020-12-29,Tuesday,256980,257050,256940,257040
1399-10-10,2020-12-30,Wednesday,257020,257050,256940,257010
1399-10-12,2021-01-01,Friday,256990,257050,256140,256190
1399-10-13,2021-01-02,Saturday,256160,256250,255640,255670
1399-10-14,2021-01-03,Sunday,255650,257750,255640,257640
1399-10-15,2021-01-04,Monday,257740,259050,257640,259020
1399-10-16,2021-01-05,Tuesday,259030,259050,258440,258540
1399-10-17,2021-01-06,Wednesday,257530,257550,255440,255510
1399-10-18,2021-01-07,Thursday,255510,255510,255510,255510
1399-10-19,2021-01-08,Friday,255550,255550,248640,248660
1399-10-20,2021-01-09,Saturday,248690,248690,245840,248520
1399-10-21,2021-01-10,Sunday,248450,249550,248440,248490
1399-10-22,2021-01-11,Monday,248540,248550,248440,248440
1399-10-23,2021-01-12,Tuesday,248520,248550,244940,244980
1399-10-24,2021-01-13,Wednesday,242870,242950,239440,239530
1399-10-25,2021-01-14,Thursday,239530,239530,239530,239530
1399-10-26,2021-01-15,Friday,239540,239540,229440,229470
1399-10-27,2021-01-16,Saturday,229510,229550,229440,229470
1399-10-28,2021-01-17,Sunday,229550,229550,217900,218010
1399-10-29,2021-01-18,Monday,215900,217950,203860,217950
1399-10-30,2021-01-19,Tuesday,217940,227550,217840,227520
1399-11-01,2021-01-20,Wednesday,226510,226550,226440,226550
1399-11-02,2021-01-21,Thursday,226550,226550,226550,226550
1399-11-03,2021-01-22,Friday,226530,226530,224240,224320
1399-11-04,2021-01-23,Saturday,224340,224350,224240,224340
1399-11-05,2021-01-24,Sunday,224250,229750,224240,229660
1399-11-06,2021-01-25,Monday,229720,229750,229140,229180
1399-11-07,2021-01-26,Tuesday,229150,234150,229140,234130
1399-11-08,2021-01-27,Wednesday,234070,234150,232040,232110
1399-11-09,2021-01-28,Thursday,232110,232110,232110,232110
1399-11-10,2021-01-29,Friday,232050,237250,232040,237170
1399-11-11,2021-01-30,Saturday,237180,239250,237140,239210
1399-11-12,2021-01-31,Sunday,239170,239170,238640,238720
1399-11-13,2021-02-01,Monday,238650,238750,238640,238710
1399-11-14,2021-02-02,Tuesday,238680,238750,237640,237660
1399-11-15,2021-02-03,Wednesday,237500,237550,237440,237470
1399-11-16,2021-02-04,Thursday,237470,237470,237470,237470
1399-11-17,2021-02-05,Friday,237520,237550,237440,237550
1399-11-18,2021-02-06,Saturday,237490,237550,236940,236960
1399-11-19,2021-02-07,Sunday,237050,237050,236940,236940
1399-11-20,2021-02-08,Monday,238970,241050,238940,241030
1399-11-21,2021-02-09,Tuesday,241030,241030,241030,241030
1399-11-22,2021-02-10,Wednesday,245960,247050,245940,246960
1399-11-23,2021-02-11,Thursday,246960,246960,246960,246960
1399-11-24,2021-02-12,Friday,247040,249850,246940,249810
1399-11-25,2021-02-13,Saturday,249830,249850,249740,249770
1399-11-26,2021-02-14,Sunday,249780,249850,249740,249740
1399-11-27,2021-02-15,Monday,249820,249850,249740,249740
1399-11-28,2021-02-16,Tuesday,249780,251850,249740,251750
1399-11-29,2021-02-17,Wednesday,251710,253620,251640,251710
1399-11-30,2021-02-18,Thursday,251710,251710,251710,251710
1399-12-01,2021-02-19,Friday,251750,252250,249920,249990
1399-12-02,2021-02-20,Saturday,249970,250030,242400,242530
1399-12-03,2021-02-21,Sunday,242510,243750,241790,241880
1399-12-04,2021-02-22,Monday,241810,246520,241790,246420
1399-12-05,2021-02-23,Tuesday,246510,252520,246410,248210
1399-12-06,2021-02-24,Wednesday,248210,248210,248210,248210
1399-12-08,2021-02-26,Friday,248150,253720,248110,252400
1399-12-09,2021-02-27,Saturday,252430,252440,246960,247050
1399-12-10,2021-02-28,Sunday,247030,249500,246960,247480
1399-12-11,2021-03-01,Monday,247580,247590,244280,244370
1399-12-12,2021-03-02,Tuesday,244330,247910,244330,246680
1399-12-13,2021-03-03,Wednesday,246700,246790,246530,246610
1399-12-14,2021-03-04,Thursday,246610,246610,246610,246610
1399-12-15,2021-03-05,Friday,246580,246770,242700,242710
1399-12-16,2021-03-06,Saturday,242800,242810,239850,239900
1399-12-17,2021-03-07,Sunday,239960,244610,239850,243210
1399-12-18,2021-03-08,Monday,243240,244280,241050,242070
1399-12-19,2021-03-09,Tuesday,242100,242710,241240,242420
1399-12-20,2021-03-10,Wednesday,242420,242420,242420,242420
1399-12-22,2021-03-12,Friday,242400,243850,241770,241770
1399-12-23,2021-03-13,Saturday,241810,241880,239100,239170
1399-12-24,2021-03-14,Sunday,239200,239210,239100,239170
1399-12-25,2021-03-15,Monday,239200,241380,239100,240890
1399-12-26,2021-03-16,Tuesday,240920,240950,240320,240400
1399-12-27,2021-03-17,Wednesday,240410,240430,239550,239630
1399-12-28,2021-03-18,Thursday,239630,239630,239630,239630
1399-12-29,2021-03-19,Friday,239645,239660,239550,239630
1400-01-06,2021-03-26,Friday,239640,247580,239550,247560
1400-01-07,2021-03-27,Saturday,247510,252350,247470,252330
1400-01-08,2021-03-28,Sunday,252330,252330,252330,252330
1400-01-09,2021-03-29,Monday,252340,257120,252240,252540
1400-01-10,2021-03-30,Tuesday,252550,252550,251990,252040
1400-01-11,2021-03-31,Wednesday,252040,252100,251990,252100
1400-01-12,2021-04-01,Thursday,252100,252100,252100,252100
1400-01-13,2021-04-02,Friday,252010,252100,244600,244650
1400-01-14,2021-04-03,Saturday,244700,244710,242630,242720
1400-01-15,2021-04-04,Sunday,242660,245310,242630,244050
1400-01-16,2021-04-05,Monday,244100,247170,244010,247110
1400-01-17,2021-04-06,Tuesday,247150,247170,244620,244620
1400-01-18,2021-04-07,Wednesday,244730,244730,244620,244660
1400-01-19,2021-04-08,Thursday,244660,244660,244660,244660
1400-01-20,2021-04-09,Friday,242890,243570,241860,241880
1400-01-21,2021-04-10,Saturday,241950,243930,241860,242850
1400-01-22,2021-04-11,Sunday,242920,243740,242520,242960
1400-01-23,2021-04-12,Monday,243020,243060,240790,240900
1400-01-24,2021-04-13,Tuesday,240800,242390,240790,242350
1400-01-25,2021-04-14,Wednesday,240920,241010,239860,239870
1400-01-26,2021-04-15,Thursday,239870,239870,239870,239870
1400-01-27,2021-04-16,Friday,239930,240000,239860,239930
1400-01-28,2021-04-17,Saturday,239900,240000,238750,238820
1400-01-29,2021-04-18,Sunday,238830,238860,238170,238170
1400-01-30,2021-04-19,Monday,238190,238280,233640,233740
1400-01-31,2021-04-20,Tuesday,233650,233750,233640,233690
1400-02-01,2021-04-21,Wednesday,233750,233750,233280,233300
1400-02-02,2021-04-22,Thursday,233300,233300,233300,233300
1400-02-03,2021-04-23,Friday,233350,233390,233280,233370
1400-02-04,2021-04-24,Saturday,233280,233390,233280,233390
1400-02-05,2021-04-25,Sunday,233380,233390,232750,232760
1400-02-06,2021-04-26,Monday,232770,234090,232540,232610
1400-02-07,2021-04-27,Tuesday,232640,232650,232310,232330
1400-02-08,2021-04-28,Wednesday,232410,232420,232310,232310
1400-02-09,2021-04-29,Thursday,232310,232310,232310,232310
1400-02-10,2021-04-30,Friday,232340,232420,229020,229100
1400-02-11,2021-05-01,Saturday,229110,229130,218380,218380
1400-02-12,2021-05-02,Sunday,218430,218490,217260,217310
1400-02-13,2021-05-03,Monday,217340,217370,217280,217310
1400-02-14,2021-05-04,Tuesday,214080,214080,206210,209450
1400-02-15,2021-05-05,Wednesday,206440,206480,206370,206480
1400-02-16,2021-05-06,Thursday,206480,206480,206480,206480
1400-02-17,2021-05-07,Friday,206390,206480,206370,206370
1400-02-18,2021-05-08,Saturday,206450,207300,206370,207260
1400-02-19,2021-05-09,Sunday,207240,217040,207190,216130
1400-02-21,2021-05-11,Tuesday,216080,223410,216080,221850
1400-02-22,2021-05-12,Wednesday,221860,221950,219750,219750
1400-02-23,2021-05-13,Thursday,219790,219860,216130,216130
1400-02-23,2021-05-13,Thursday,216130,216130,216130,216130
1400-02-25,2021-05-15,Saturday,220760,221880,220410,220500
1400-02-25,2021-05-15,Saturday,220520,224160,220410,224140
1400-02-26,2021-05-16,Sunday,224160,225270,222140,222190
1400-02-27,2021-05-17,Monday,222240,225380,222140,225340
1400-02-28,2021-05-18,Tuesday,225270,225380,221720,221790
1400-02-29,2021-05-19,Wednesday,223990,224020,222930,223000
1400-02-30,2021-05-20,Thursday,223000,223000,223000,223000
1400-02-31,2021-05-21,Friday,222980,223550,222930,223490
1400-03-01,2021-05-22,Saturday,223440,223990,223390,223510
1400-03-02,2021-05-23,Sunday,223590,225110,223490,224110
1400-03-03,2021-05-24,Monday,224120,224430,223150,224100
1400-03-04,2021-05-25,Tuesday,224190,225270,224100,225160
1400-03-05,2021-05-26,Wednesday,225260,231470,225170,231470
1400-03-06,2021-05-27,Thursday,226470,226470,226470,226470
1400-03-08,2021-05-29,Saturday,226560,234660,226460,234660
1400-03-08,2021-05-29,Saturday,226560,234660,226460,234660
1400-03-08,2021-05-29,Saturday,226560,234660,226460,234660
1400-03-09,2021-05-30,Sunday,234640,238660,234550,238570
1400-03-10,2021-05-31,Monday,238590,238660,232950,234060
1400-03-11,2021-06-01,Tuesday,234000,238660,233970,234160
1400-03-11,2021-06-01,Tuesday,234060,234360,228150,234240
1400-03-12,2021-06-02,Wednesday,234330,234350,233900,234330
1400-03-13,2021-06-03,Thursday,234330,234330,234330,234330
1400-03-16,2021-06-06,Sunday,234340,235960,234240,235950
1400-03-17,2021-06-07,Monday,235890,235960,234820,235490
1400-03-18,2021-06-08,Tuesday,235480,241550,235440,241440
1400-03-19,2021-06-09,Wednesday,240010,240450,239140,239230
1400-03-20,2021-06-10,Thursday,239230,239230,239230,239230
1400-03-21,2021-06-11,Friday,236830,238350,236140,237750
1400-03-22,2021-06-12,Saturday,238970,241250,238940,241030
1400-03-23,2021-06-13,Sunday,240970,241050,238550,239720
1400-03-24,2021-06-14,Monday,239970,240050,239950,240490
1400-03-25,2021-06-15,Tuesday,240470,242250,239450,241750
1400-03-26,2021-06-16,Wednesday,242010,244640,241950,244290
1400-03-27,2021-06-17,Thursday,244290,244290,244290,244290
1400-03-28,2021-06-18,Friday,244490,244640,234690,234890
1400-03-29,2021-06-19,Saturday,234810,240440,234690,239600
1400-03-30,2021-06-20,Sunday,239940,241440,239190,240990
1400-03-31,2021-06-21,Monday,241190,243140,241190,242670
1400-04-01,2021-06-22,Tuesday,243310,243340,240790,241790
1400-04-02,2021-06-23,Wednesday,241690,242440,241190,241890
1400-04-03,2021-06-24,Thursday,241890,241890,241890,241890
1400-04-04,2021-06-25,Friday,244500,245940,242290,244540
1400-04-05,2021-06-26,Saturday,243490,246940,243490,246770
1400-04-06,2021-06-27,Sunday,246360,248640,246290,247120
1400-04-07,2021-06-28,Monday,249000,252040,248890,249650
1400-04-08,2021-06-29,Tuesday,250020,254130,249990,254000
1400-04-09,2021-06-30,Wednesday,253290,253440,250690,251510
1400-04-10,2021-07-01,Thursday,251510,251510,251510,251510
1400-04-11,2021-07-02,Friday,251600,253840,251390,252360
1400-04-12,2021-07-03,Saturday,254490,254640,251090,251510
1400-04-13,2021-07-04,Sunday,251220,251340,249490,249720
1400-04-14,2021-07-05,Monday,250990,251640,250590,251090
1400-04-15,2021-07-06,Tuesday,250490,251340,250010,250860
1400-04-16,2021-07-07,Wednesday,251070,251140,249490,250190
1400-04-18,2021-07-09,Friday,250340,250340,248190,249490
1400-04-19,2021-07-10,Saturday,249210,250140,248790,249990
1400-04-20,2021-07-11,Sunday,250040,250140,249290,249690
1400-04-21,2021-07-12,Monday,249740,249740,247090,247590
1400-04-22,2021-07-13,Tuesday,247610,247640,244990,246040
1400-04-23,2021-07-14,Wednesday,246190,247940,246190,246990
1400-04-24,2021-07-15,Thursday,246990,246990,246990,246990
1400-04-25,2021-07-16,Friday,247610,248340,247190,247290
1400-04-26,2021-07-17,Saturday,246890,247640,245190,245290
1400-04-27,2021-07-18,Sunday,245600,245640,244090,244640
1400-04-28,2021-07-19,Monday,244820,245440,244790,245190
1400-04-29,2021-07-20,Tuesday,245190,245190,245190,245190
1400-04-30,2021-07-21,Wednesday,246240,246340,246190,246280
1400-04-31,2021-07-22,Thursday,246280,246280,246280,246280
1400-05-01,2021-07-23,Friday,246190,247340,246190,247090
1400-05-02,2021-07-24,Saturday,247490,249630,247490,247790
1400-05-03,2021-07-25,Sunday,248130,251040,247890,250490
1400-05-04,2021-07-26,Monday,250780,252340,250690,251660
1400-05-05,2021-07-27,Tuesday,251800,256240,251690,255990
1400-05-06,2021-07-28,Wednesday,255990,255990,255990,255990
1400-05-08,2021-07-30,Friday,260270,260640,256990,257290
1400-05-09,2021-07-31,Saturday,257190,257640,254290,254890
1400-05-10,2021-08-01,Sunday,255690,256640,254590,255190
1400-05-11,2021-08-02,Monday,255790,258140,255690,257290
1400-05-12,2021-08-03,Tuesday,257250,257340,254690,256190
1400-05-13,2021-08-04,Wednesday,256490,256740,255790,256190
1400-05-15,2021-08-06,Friday,254190,257140,253990,256380
1400-05-16,2021-08-07,Saturday,256290,257440,252390,256890
1400-05-17,2021-08-08,Sunday,256340,259940,256190,259090
1400-05-18,2021-08-09,Monday,258990,263940,258990,263340
1400-05-19,2021-08-10,Tuesday,264690,267640,263790,266090
1400-05-20,2021-08-11,Wednesday,265890,266840,262890,264290
1400-05-21,2021-08-12,Thursday,264290,264290,264290,264290
1400-05-22,2021-08-13,Friday,263110,267240,262590,263190
1400-05-23,2021-08-14,Saturday,263490,269540,263490,268990
1400-05-24,2021-08-15,Sunday,269110,269140,268990,269070
1400-05-25,2021-08-16,Monday,269080,269140,268990,268990
1400-05-26,2021-08-17,Tuesday,268990,268990,268990,268990
1400-05-29,2021-08-20,Friday,269030,272500,268990,272500
1400-05-30,2021-08-21,Saturday,274500,275440,273490,274490
1400-05-31,2021-08-22,Sunday,274390,276940,273690,276590
1400-06-01,2021-08-23,Monday,277190,278940,275690,276530
1400-06-02,2021-08-24,Tuesday,277530,280940,276790,278490
1400-06-03,2021-08-25,Wednesday,279490,280240,277890,278990
1400-06-04,2021-08-26,Thursday,278990,278990,278990,278990
1400-06-05,2021-08-27,Friday,282460,283740,281190,282010
1400-06-06,2021-08-28,Saturday,281890,282040,275490,276080
1400-06-07,2021-08-29,Sunday,273850,274010,269350,270640
1400-06-08,2021-08-30,Monday,273870,274310,272250,274220
1400-06-09,2021-08-31,Tuesday,273310,273410,270050,270350
1400-06-10,2021-09-01,Wednesday,270860,272910,270850,272910
1400-06-11,2021-09-02,Thursday,272910,272910,272910,272910
1400-06-12,2021-09-03,Friday,272810,274110,270050,270310
1400-06-13,2021-09-04,Saturday,271110,272810,270550,270680
1400-06-14,2021-09-05,Sunday,271110,271510,269660,271210
1400-06-15,2021-09-06,Monday,271810,274010,270760,273810
1400-06-16,2021-09-07,Tuesday,275120,277310,275050,276810
1400-06-17,2021-09-08,Wednesday,276880,279010,276350,278270
1400-06-18,2021-09-09,Thursday,278270,278270,278270,278270
1400-06-19,2021-09-10,Friday,278670,278810,276550,277310
1400-06-20,2021-09-11,Saturday,277210,277210,272250,272510
1400-06-21,2021-09-12,Sunday,270490,273210,269050,273110
1400-06-22,2021-09-13,Monday,274510,277310,273350,276470
1400-06-23,2021-09-14,Tuesday,272210,274210,272050,273210
1400-06-24,2021-09-15,Wednesday,273610,274510,272150,274460
1400-06-25,2021-09-16,Thursday,274460,274460,274460,274460
1400-06-26,2021-09-17,Friday,276010,276410,273050,273710
1400-06-27,2021-09-18,Saturday,272850,275010,272850,274650
1400-06-28,2021-09-19,Sunday,274210,274510,273350,274430
1400-06-29,2021-09-20,Monday,274450,276310,273650,274030
1400-06-30,2021-09-21,Tuesday,274450,276310,273650,274030
1400-06-31,2021-09-22,Wednesday,274610,276110,274450,275210
1400-07-01,2021-09-23,Thursday,275270,276810,275050,276810
1400-07-01,2021-09-23,Thursday,276810,276810,276810,276810
1400-07-03,2021-09-25,Saturday,276480,276810,274850,275610
1400-07-03,2021-09-25,Saturday,275390,276910,275350,276810
1400-07-04,2021-09-26,Sunday,276810,276810,276810,276810
1400-07-06,2021-09-28,Tuesday,277590,280710,277550,280710
1400-07-07,2021-09-29,Wednesday,281490,283210,281270,282510
1400-07-08,2021-09-30,Thursday,283160,284710,282550,284710
1400-07-08,2021-09-30,Thursday,284710,284710,284710,284710
1400-07-09,2021-10-01,Friday,282980,283510,281150,282010
1400-07-10,2021-10-02,Saturday,281560,281610,279450,280410
1400-07-11,2021-10-03,Sunday,279950,281680,279650,281360
1400-07-11,2021-10-03,Sunday,279950,281680,279650,281360
1400-07-12,2021-10-04,Monday,281360,281360,281360,281360
1400-07-13,2021-10-05,Tuesday,281210,281680,279100,279320
1400-07-14,2021-10-06,Wednesday,279320,279320,279320,279320
1400-07-17,2021-10-09,Saturday,279230,279380,275500,275600
1400-07-17,2021-10-09,Saturday,275620,276280,274700,275810
1400-07-19,2021-10-11,Monday,275730,276080,272610,273330
1400-07-19,2021-10-11,Monday,273440,273680,269900,270730
1400-07-20,2021-10-12,Tuesday,270670,272780,270100,271560
1400-07-21,2021-10-13,Wednesday,272380,272480,270400,270870
1400-07-22,2021-10-14,Thursday,270870,270870,270870,270870
1400-07-23,2021-10-15,Friday,272810,273280,271900,272850
1400-07-24,2021-10-16,Saturday,272840,272980,271120,271820
1400-07-25,2021-10-17,Sunday,271470,273180,271100,272640
1400-07-26,2021-10-18,Monday,273530,275380,273400,274830
1400-07-27,2021-10-19,Tuesday,274060,274180,272610,273080
1400-07-28,2021-10-20,Wednesday,273670,274680,273500,274150
1400-07-29,2021-10-21,Thursday,274150,274150,274150,274150
1400-07-30,2021-10-22,Friday,274220,276080,274100,276030
1400-08-01,2021-10-23,Saturday,276030,276030,276030,276030
1400-08-02,2021-10-24,Sunday,276530,276780,275400,275620
1400-08-03,2021-10-25,Monday,275110,275780,273900,275770
1400-08-04,2021-10-26,Tuesday,275690,278080,275400,276780
1400-08-05,2021-10-27,Wednesday,277020,277080,276400,276570
1400-08-06,2021-10-28,Thursday,276570,276570,276570,276570
1400-08-07,2021-10-29,Friday,276640,276680,274100,276140
1400-08-08,2021-10-30,Saturday,275390,276080,274300,275750
1400-08-09,2021-10-31,Sunday,275980,276380,274700,275070
1400-08-10,2021-11-01,Monday,275150,276080,275100,276010
1400-08-11,2021-11-02,Tuesday,275920,279280,275800,278970
1400-08-12,2021-11-03,Wednesday,277280,277280,276300,276510
1400-08-13,2021-11-04,Thursday,276510,276510,276510,276510
1400-08-14,2021-11-05,Friday,277460,279580,277300,278240
1400-08-15,2021-11-06,Saturday,278010,280080,277200,279910
1400-08-16,2021-11-07,Sunday,279840,281380,279700,280240
1400-08-17,2021-11-08,Monday,280230,281780,280200,281060
1400-08-18,2021-11-09,Tuesday,281760,283880,281400,283660
1400-08-19,2021-11-10,Wednesday,283180,284480,283100,284240
1400-08-20,2021-11-11,Thursday,284240,284240,284240,284240
1400-08-21,2021-11-12,Friday,284130,287480,284100,286400
1400-08-22,2021-11-13,Saturday,286540,287480,284900,285230
1400-08-23,2021-11-14,Sunday,283520,283550,269700,280280
1400-08-24,2021-11-15,Monday,279710,280370,278930,279930
1400-08-25,2021-11-16,Tuesday,279590,279740,278890,279700
1400-08-26,2021-11-17,Wednesday,279440,279540,278730,281400
1400-08-27,2021-11-18,Thursday,278980,278980,278980,278980
1400-08-28,2021-11-19,Friday,280350,281080,280030,280770
1400-08-29,2021-11-20,Saturday,280320,283400,280130,282960
1400-08-30,2021-11-21,Sunday,282530,284100,281850,283870
1400-09-01,2021-11-22,Monday,284980,286100,283850,286010
1400-09-02,2021-11-23,Tuesday,286720,292600,286600,291020
1400-09-03,2021-11-24,Wednesday,289400,289400,287650,288080
1400-09-04,2021-11-25,Thursday,288080,288080,288080,288080
1400-09-05,2021-11-26,Friday,286950,287090,278070,282100
1400-09-06,2021-11-27,Saturday,281700,281700,273470,273700
1400-09-07,2021-11-28,Sunday,293500,293500,291200,291200
1400-09-08,2021-11-29,Monday,288800,292840,286550,289070
1400-09-09,2021-11-30,Tuesday,260370,266270,260230,266170
1400-09-10,2021-12-01,Wednesday,266930,273290,266860,273240
1400-09-11,2021-12-02,Thursday,273240,273240,273240,273240
1400-09-12,2021-12-03,Friday,273260,280230,273130,279750
1400-09-13,2021-12-04,Saturday,279730,279770,278560,278640
1400-09-14,2021-12-05,Sunday,278720,278720,278080,278240
1400-09-15,2021-12-06,Monday,278200,278240,278080,278130
1400-09-16,2021-12-07,Tuesday,278160,278240,277610,277770
1400-09-17,2021-12-08,Wednesday,277640,277770,277000,277040
1400-09-18,2021-12-09,Thursday,277040,277040,277040,277040
1400-09-19,2021-12-10,Friday,277160,277160,276820,276950
1400-09-20,2021-12-11,Saturday,276940,276980,276770,276930
1400-09-21,2021-12-12,Sunday,276830,276930,274630,274790
1400-09-22,2021-12-13,Monday,274650,274690,274050,274140
1400-09-23,2021-12-14,Tuesday,274120,274210,274050,274110
1400-09-24,2021-12-15,Wednesday,274220,274220,274060,274170
1400-09-25,2021-12-16,Thursday,274170,274170,274170,274170
1400-09-26,2021-12-17,Friday,274150,274420,274060,274420
1400-09-27,2021-12-18,Saturday,274350,274420,273860,274020
1400-09-28,2021-12-19,Sunday,273990,274020,273860,273860
1400-09-29,2021-12-20,Monday,274020,274020,272850,273010
1400-09-30,2021-12-21,Tuesday,272850,274020,272850,274020
1400-10-01,2021-12-22,Wednesday,273970,274020,273860,274020
1400-10-03,2021-12-24,Friday,274000,274020,273860,274020
1400-10-04,2021-12-25,Saturday,273950,274020,273860,273990
1400-10-05,2021-12-26,Sunday,273950,274020,273860,274020
1400-10-06,2021-12-27,Monday,273950,274020,273860,273880
1400-10-07,2021-12-28,Tuesday,274340,274420,274260,274330
1400-10-08,2021-12-29,Wednesday,274420,274420,273790,273880
1400-10-09,2021-12-30,Thursday,273880,273880,273880,273880
1400-10-10,2021-12-31,Friday,273950,273950,273790,273950
1400-10-11,2022-01-01,Saturday,273990,273990,273790,273950
1400-10-12,2022-01-02,Sunday,273860,273950,273790,273950
1400-10-13,2022-01-03,Monday,273860,273950,269740,269900
1400-10-14,2022-01-04,Tuesday,269760,269900,269740,269900
1400-10-17,2022-01-07,Friday,269880,269900,268730,268890
1400-10-18,2022-01-08,Saturday,268810,268890,268230,268310
1400-10-19,2022-01-09,Sunday,268390,268390,267220,267380
1400-10-20,2022-01-10,Monday,267320,267380,267010,267050
1400-10-21,2022-01-11,Tuesday,267140,267170,266510,266670
1400-10-22,2022-01-12,Wednesday,277400,277400,277400,277400
1400-10-23,2022-01-13,Thursday,266620,266620,266620,266620
1400-10-24,2022-01-14,Friday,266670,276300,264990,274530
1400-10-25,2022-01-15,Saturday,276440,276590,273340,275080
1400-10-26,2022-01-16,Sunday,271690,273290,271570,272850
1400-10-27,2022-01-17,Monday,271870,274600,271250,273490
1400-10-28,2022-01-18,Tuesday,274270,276100,274050,274760
1400-10-29,2022-01-19,Wednesday,274650,275590,274550,275250
1400-10-30,2022-01-20,Thursday,275250,275250,275250,275250
1400-11-01,2022-01-21,Friday,275950,276400,274550,275230
1400-11-02,2022-01-22,Saturday,274750,277800,274350,277640
1400-11-03,2022-01-23,Sunday,279300,281400,278850,279790
1400-11-04,2022-01-24,Monday,278170,278800,277350,277760
1400-11-05,2022-01-25,Tuesday,279020,281300,278360,278610
1400-11-06,2022-01-26,Wednesday,277240,278100,276860,277710
1400-11-07,2022-01-27,Thursday,277710,277710,277710,277710
1400-11-08,2022-01-28,Friday,282080,282800,279050,279270
1400-11-09,2022-01-29,Saturday,277880,279400,277750,278880
1400-11-10,2022-01-30,Sunday,278810,278970,276350,276870
1400-11-11,2022-01-31,Monday,277540,277600,273750,274580
1400-11-12,2022-02-01,Tuesday,273770,274200,272250,272550
1400-11-13,2022-02-02,Wednesday,273050,274000,271960,272650
1400-11-14,2022-02-03,Thursday,272650,272650,272650,272650
1400-11-15,2022-02-04,Friday,268730,268900,263050,263660
1400-11-16,2022-02-05,Saturday,261170,267800,261050,267610
1400-11-17,2022-02-06,Sunday,266690,266900,263750,264480
1400-11-18,2022-02-07,Monday,262070,262400,259250,260580
1400-11-19,2022-02-08,Tuesday,263690,263700,260650,262340
1400-11-20,2022-02-09,Wednesday,262390,262400,262150,262270
1400-11-21,2022-02-10,Thursday,262270,262270,262270,262270
1400-11-22,2022-02-11,Friday,262190,266400,262150,264590
1400-11-23,2022-02-12,Saturday,264490,268800,264280,268640
1400-11-24,2022-02-13,Sunday,270840,270860,268390,269700
1400-11-26,2022-02-15,Tuesday,267040,268300,264850,265100
1400-11-27,2022-02-16,Wednesday,264980,265300,262850,263290
1400-11-29,2022-02-18,Friday,263120,263120,259920,260090
1400-11-30,2022-02-19,Saturday,258800,258800,254050,254090
1400-12-01,2022-02-20,Sunday,255380,258400,254850,258040
1400-12-02,2022-02-21,Monday,258540,261890,258360,260370
1400-12-03,2022-02-22,Tuesday,262080,262600,259350,259370
1400-12-04,2022-02-23,Wednesday,261690,262100,259850,261440
1400-12-05,2022-02-24,Thursday,261440,261440,261440,261440
1400-12-06,2022-02-25,Friday,260830,260890,259150,260370
1400-12-07,2022-02-26,Saturday,260140,260400,259350,259950
1400-12-08,2022-02-27,Sunday,259860,260300,259550,259650
1400-12-09,2022-02-28,Monday,259650,259650,259650,259650
1400-12-10,2022-03-01,Tuesday,258710,259000,255550,255720
1400-12-11,2022-03-02,Wednesday,255530,257800,255350,256150
1400-12-12,2022-03-03,Thursday,256150,256150,256150,256150
1400-12-13,2022-03-04,Friday,256600,256700,253760,254300
1400-12-14,2022-03-05,Saturday,252610,254300,251250,253830
1400-12-15,2022-03-06,Sunday,254750,258890,254270,258180
1400-12-16,2022-03-07,Monday,258860,262600,258650,260410
1400-12-17,2022-03-08,Tuesday,258750,258990,254850,257450
1400-12-18,2022-03-09,Wednesday,257770,258300,256570,256960
1400-12-19,2022-03-10,Thursday,256960,256960,256960,256960
1400-12-20,2022-03-11,Friday,257080,264390,256850,258980
1400-12-21,2022-03-12,Saturday,260740,265900,260650,264170
1400-12-22,2022-03-13,Sunday,262550,263100,261550,262650
1400-12-23,2022-03-14,Monday,263440,265900,263150,263620
1400-12-24,2022-03-15,Tuesday,262560,264400,262350,263790
1400-12-25,2022-03-16,Wednesday,262060,262300,262050,262300
1400-12-26,2022-03-17,Thursday,262300,262300,262300,262300
1401-01-05,2022-03-25,Friday,262240,266100,261650,262340
1401-01-06,2022-03-26,Saturday,262210,262750,262100,262590
1401-01-07,2022-03-27,Sunday,262750,267490,262500,266620
1401-01-08,2022-03-28,Monday,267400,270700,267050,270250
1401-01-09,2022-03-29,Tuesday,271800,272000,269450,270670
1401-01-10,2022-03-30,Wednesday,270460,271500,269950,271140
1401-01-11,2022-03-31,Thursday,271140,271140,271140,271140
1401-01-13,2022-04-02,Saturday,270140,270200,268000,269020
1401-01-14,2022-04-03,Sunday,269140,272000,269000,269880
1401-01-15,2022-04-04,Monday,270140,275400,269200,275270
1401-01-16,2022-04-05,Tuesday,274960,275100,271880,272670
1401-01-17,2022-04-06,Wednesday,272680,276000,272500,274830
1401-01-18,2022-04-07,Thursday,274830,274830,274830,274830
1401-01-19,2022-04-08,Friday,274970,277300,274900,276930
1401-01-20,2022-04-09,Saturday,276310,279300,275700,279090
1401-01-21,2022-04-10,Sunday,278880,281300,252660,279450
1401-01-22,2022-04-11,Monday,279620,281500,278200,278900
1401-01-23,2022-04-12,Tuesday,278680,278700,275600,278050
